0.350,0.1609
0.360,0.1547
0.370,0.1490
0.380,0.1443
0.390,0.1404
0.400,0.1365
0.410,0.1345
0.420,0.1322
0.430,0.1295
0.440,0.1266
0.450,0.1234
0.460,0.1223
0.470,0.1207
0.480,0.1186
0.490,0.1162
0.500,0.1134
0.510,0.1124
0.520,0.1108
0.530,0.1087
0.540,0.1062
0.550,0.1034
0.560,0.1021
0.570,0.1003
0.580,0.0980
0.590,0.0952
0.600,0.0920
0.610,0.0904
0.620,0.0882
0.630,0.0855
0.640,0.0824
0.650,0.0789
0.660,0.0769
0.670,0.0743
0.680,0.0713
0.690,0.0678
0.700,0.0640
0.704,0.0632
0.708,0.0622
0.712,0.0612
0.716,0.0601
0.720,0.0589
0.724,0.0576
0.728,0.0563
0.732,0.0549
0.736,0.0534
0.740,0.0519
0.744,0.0504
0.748,0.0488
0.752,0.0476
0.756,0.0467
0.760,0.0457
0.764,0.0446
0.768,0.0434
0.772,0.0422
0.776,0.0409
0.780,0.0395
0.784,0.0381
0.788,0.0367
0.792,0.0352
0.796,0.0337
0.800,0.0323
0.804,0.0314
0.808,0.0306
0.812,0.0296
0.816,0.0286
0.820,0.0274
0.824,0.0263
0.828,0.0251
0.832,0.0238
0.836,0.0225
0.840,0.0213
0.844,0.0200
0.848,0.0187
0.852,0.0178
0.856,0.0172
0.860,0.0165
0.864,0.0157
0.868,0.0148
0.872,0.0139
0.876,0.0130
0.880,0.0120
0.884,0.0111
0.888,0.0101
0.892,0.0092
0.896,0.0083
0.900,0.0074
0.904,0.0069
0.908,0.0064
0.912,0.0058
0.916,0.0052
0.920,0.0046
0.924,0.0040
0.928,0.0034
0.932,0.0027
0.936,0.0020
0.940,0.0015
0.944,0.0011
0.948,0.0007
0.952,0.0005
0.956,0.0003
0.960,0.0002
0.964,0.0001
0.968,0.0001
0.972,0.0000
0.976,0.0000
0.980,0.0000
0.984,0.0000
0.988,0.0000
